,comment,title,rating
739,"This is a wide avenue that cross Mexico city, it is surrounded by really tall buildings and top quality hotels.
Nice place to a morning promenade and good food. 
On Sundays the whole avenue is closed and it is crowded by people jogging and entire...",Main Avenue in Mexico City,50
740,"It is a big statue on a big pillar, in the center of a roundabout at the end of a Central and big avenue.",Statue on pillar,30
741,"Amazing column and sculpture, this is the square that can attract demonstrators of all kinds , looks lovely lit up in purple at night",Nice to see,50
742,"This is the main street to look for when traveling to Mexico City.  From here you can go from the Angel de la Independencia to Catedral Metropolitana with many museums, shops and parks in between. You can get a full day's of excitement on this...","the ""main"" Boulevard of Mexico City",50
743,"Wide avenue traversing the city with all the hubbub that is unique to Mexico City.  Stroll or ride, but either way, this is part of the city's heart and a city visit.",Main Drag European Style,40
744,"This is a long avenue that connects the historic district to Chapultepec Park.  It was a glorious Sunday morning so we decided to walk the entire way (about 3.5 miles one way).  On Sunday's the avenue is closed to auto traffic so we saw runners,...",We walked all the way from Historic District to Anthropology Museum - One Hour and well worth it.,50
745,"This was the place to be on New Years. With a large stage built and several bands including Tigers of the North, it was an amazing place. This is a wonderful part of town, surrounded with lots of restaurants and shops.",The place to celebrate New Years!,50
746,This is one of the city's main arteries and is where most of the money is obviously spent. It runs from the centre all the way through to the Bosque de Chapultepec. Along the way is the fabulous Angel de la Independencia. Closer to the...,Mexico City's main strip,40
747,"Paseo de la Reforma is the most famous avenue in México due to its profound cultural significance, fueled by the history of the avenue itself and the monuments that stand along it; like the Monument to Christopher Columbus, the Monument to Cuauhtémoc and the Fountain...","""The Avenue""",50
748,"A must see for all true travel buffs and history folks. I suggest you rent a bike or walk the ave starting at the ""CASTILLO"" the castle all the way down Reforma - a statue at every turn! LOL You must bring a camera! Very...",HEART STOPPING!!!,50
749,"We had a marvelous time walking the street and checking out the modern buildings, stores, and architecture. The Angel of Independence was lovely. 

One exciting accident on our wanderings: they closed off the whole street for New Year's Eve. The party was free and lots...",Main street and New Year venue,40
750,"The city closes this street down on Sundays so people can ride their bikes on it.  It is a wide promenade of a street that has several upscale buildings on it.  It isn't really all that special, but I thought it was wonderful when they...",Bike riding on Sundays,40
751,"This street is modeled after the Champs Elysee in Paris.  This street has it all, food, restaurants, parks, museums, and hotels.  A hotel near Reforma is a must when you visit Mexico City.",One of the most beautiful streets in the world!,50
752,"It is a long Way from one end to another, unless You like long walks, i would recommend You use the tour busess available for the hope on and off tours, there is allways something going on and the traffic of People and cars is...",Do it by bus,30
753,It is a landmark in Mexico city. Heavy traffic in the area. Not so interesting as there is not much to see,not so much to see,30
754,Beautiful street to stroll along. Every so often there are beautiful old buildings from the past. And the rotaries have beautiful statues and fountains.,Lovely boulevard,40
755,"Coming from a city with mind-numbingly boring architecture (Vancouver BC) the variety of buildings along Reforma is refreshing to say the least. The other fascinating element is the number of police along the route - they stand perhaps 10 metres (at the most) apart, all...",The architecture alone is worth the walk,50
756,"Plenty of shops, restaurants, bars--all within walking distance at an affordable price late at night to the wee hours of the morning!",Great Location!,40
757,"We strolled along the section of the Paseo from just beyond the Alameda Central to Castillo de Chapultepec. Admiring the multitude of high rise edifices we also appreciated the numerous monuments to Mexican history.

One of the most outstanding of the latter is the golden...",Terrific stretch along modernity,50
758,"Reforma is the main avenue in Mexico City home of the embassies, financial institutions, the stock exchange, and some of the most modern and beautiful buildings in the city. Also the most important museums and monuments.",Beautiful area,50
759,"It is a beautiful piece of art, and your supposed to be able to climb up to the top, but when I went they weren't letting people up.",Nice to drive by.,30
760,This avenue has everything along it and it's super comfortable to walk around. Full of monuments and great sitting spots. Sunday mornings the avenue is closed for running and cycling. Make sure you get at least a day of bike rental (ecobici). Totally worth it!,Great for walking and try cycling on Sunday!,50
